Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
TE_00000637	DNA	Helitron	0	0	0	585	0	0	0	0	0	462	719	540	0	114	507	0	38	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000675_INT	LTR	Gypsy	8197	0	0	0	50	0	0	0	4664	0	0	2115	6590	5312	302	78	9975	0	48	1682	0	3247	0	3196	506	2180	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000693_INT	LTR	Gypsy	0	0	314	1877	2050	49	0	0	9477	526	999	0	1868	0	0	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000512_LTR	LTR	Copia	468	0	0	0	466	456	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000796	DNA	DTC	2864	0	4390	0	0	2853	0	0	0	0	0	0	0	97	0	174	1021	3474	3335	280	293	1351	5064	5461	1322	5324	3987	0	0	0	0	2430	7842	4510	1533	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000663	MITE	DTA	405	0	0	0	0	373	0	0	0	0	0	0	0	125	0	40	0	140	66	117	106	262	68	60	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000659	DNA	DTT	1190	0	0	0	0	0	96	0	0	0	0	92	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000635	DNA	Helitron	2136	0	0	0	358	0	350	0	0	0	0	0	0	0	55	0	55	0	331	398	0	697	566	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000842	DNA	Helitron	0	0	0	439	455	335	201	245	0	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000048	DNA	Helitron	4756	142	50	835	831	74	195	65	1217	0	89	349	165	440	670	0	293	1819	1633	2797	1025	714	908	402	326	241	507	68	379	164	195	567	204	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000247	DNA	DTC	2849	0	364	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000614_INT	LTR	Copia	0	0	0	0	0	3345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	158	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000574	MITE	DTM	180	0	111	222	333	222	142	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000306_INT	LTR	Copia	2124	0	0	169	221	642	0	0	462	2258	715	0	0	0	4744	9314	5841	7313	3210	6333	406	0	1705	744	274	0	274	282	2141	116	1608	1656	881	605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000493_LTR	LTR	Gypsy	410	410	0	410	0	0	0	0	0	0	421	0	32	0	0	0	0	0	205	0	419	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000648_INT	LTR	Copia	4451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	85	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000039	DNA	Helitron	4048	467	133	286	84	83	0	0	85	100	581	0	29	84	117	0	107	455	120	14	199	89	131	279	0	152	286	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000049	DNA	DTC	1798	0	816	771	0	191	0	0	562	0	0	0	0	0	176	0	324	0	0	50	124	476	1668	812	836	254	0	0	0	2261	278	3140	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000452_INT	LTR	Gypsy	0	0	0	4557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	450	0	0	772	2279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000315_INT	LTR	Copia	0	0	0	0	0	0	0	0	0	0	6032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000029	DNA	Helitron	3171	4447	35	0	0	1102	915	1721	1903	847	838	88	164	440	756	890	2305	285	1150	1018	0	55	330	46	31	1002	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000619	DNA	DTC	1430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	0	294	0	34	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000259	DNA	DTA	75	0	652	154	50	125	393	0	67	0	77	293	420	189	83	794	69	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000766	DNA	Helitron	442	0	0	0	0	0	0	0	0	0	2386	0	133	0	0	180	0	132	1431	654	254	0	222	0	251	0	232	0	374	348	405	92	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000677_INT	LTR	Gypsy	0	7334	0	2180	11122	16169	2634	16214	7497	9746	12205	0	0	0	4096	453	1294	867	0	4614	6507	0	0	0	0	1775	0	0	0	2202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000930	DNA	Helitron	1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000653_INT	LTR	Copia	5461	125	0	204	18126	5266	4147	749	0	0	54	0	4500	684	927	2561	0	0	136	73	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000319	DNA	Helitron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	83	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000334	MITE	DTA	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	108	0	0	98	154	234	451	262	261	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000116	DNA	DTM	1607	0	0	33	0	0	0	2207	742	192	251	1177	1803	1163	352	1618	434	1484	983	1442	1709	1646	1469	2745	966	380	384	63	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000688_INT	LTR	Copia	3141	0	642	0	0	0	0	2366	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	227	2771	139	6457	1976	3349	1328	2308	734	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000453	DNA	Helitron	1756	0	117	72	1036	10152	3192	1265	1200	0	96	0	0	0	0	65	1212	1680	1653	4265	152	760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000906_LTR	LTR	Gypsy	90	75	0	0	0	76	0	43	45	0	148	120	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000912	DNA	DTC	2012	353	0	0	0	0	779	0	0	3064	7455	0	0	0	512	260	793	0	871	1815	163	452	545	0	132	657	1668	506	778	2498	161	784	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000668_LTR	LTR	Copia	306	306	0	307	557	0	0	0	0	0	0	0	0	0	629	570	261	1812	1080	263	450	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000050	DNA	Helitron	12003	506	0	285	754	1115	525	4320	4170	1372	3543	5835	2880	1287	2044	2240	2484	4610	5151	3054	3161	6652	4224	4125	4817	4175	1322	1454	345	264	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000330_INT	LTR	Copia	4502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1727	1232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000442	DNA	DTC	1645	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	134	168	189	0	0	0	120	331	237	338	997	591	3434	1710	6541	6084	0	1509	815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000831	DNA	DTM	3563	3650	0	32	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	29	0	0	0	1578	1047	491	414	0	2462	712	532	478	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000101	DNA	Helitron	10077	1867	83	60	0	115	22	810	682	751	577	2636	172	2204	2188	667	2171	3298	773	1626	441	924	145	159	30	312	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000142	DNA	Helitron	7827	0	165	0	0	0	0	0	0	0	0	0	0	86	0	0	99	0	0	0	0	655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000081	DNA	DTM	2895	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	181	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000763	MITE	DTM	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000729_LTR	LTR	Gypsy	376	187	192	0	192	0	0	0	0	0	0	0	170	0	0	0	189	79	233	191	189	0	0	0	170	0	481	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000584	DNA	DTC	635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000317_LTR	LTR	Gypsy	1525	3047	0	1626	0	1599	0	0	1512	4628	1594	1307	11433	1867	2781	81	328	0	1768	3103	240	0	1354	358	0	0	913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000505_LTR	LTR	Copia	1048	0	0	0	0	0	489	0	0	0	81	0	0	0	89	800	484	888	496	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000405	MITE	DTM	406	0	0	0	0	342	803	810	813	957	208	376	94	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000792_INT	LTR	Gypsy	6055	0	586	0	784	2257	0	0	366	1447	0	0	0	1013	4895	0	0	1317	0	0	0	107	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000018	DNA	Helitron	2478	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	436	137	97	165	84	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000479	DNA	Helitron	0	0	0	0	0	0	2590	0	2155	0	0	1870	0	0	392	0	0	0	0	3497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000540_INT	LTR	unknown	1600	188	185	0	48	95	347	2255	3214	1777	1890	1067	998	2033	1241	213	580	685	74	174	104	39	211	44	96	42	260	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000603_LTR	LTR	Copia	0	0	0	64	0	0	0	140	82	0	139	63	0	144	0	0	110	97	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000070	DNA	Helitron	4075	284	0	1686	2140	1350	1097	510	108	0	0	650	1295	1293	0	1558	6489	3686	864	0	0	279	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000343	DNA	DTC	892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000089	DNA	DTM	1714	0	0	0	0	0	0	0	0	0	0	133	192	651	193	335	904	197	222	221	847	413	247	824	1848	583	1273	2760	604	45	83	610	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000941_INT	LTR	Copia	0	0	0	0	8358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2776	367	0	1469	0	1805	0	547	534	5020	1533	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000248	DNA	DTC	729	0	0	349	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000784	DNA	Helitron	479	0	0	0	0	0	161	0	0	0	0	53	78	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000354	DNA	DTC	6245	160	2421	144	0	775	159	0	201	0	304	159	353	674	113	1422	916	1115	0	0	0	158	57	336	271	249	0	0	0	108	132	0	151	1515	1504	329	2653	1269	627	0	0	0	0	0	0	0	0	0	0	0
TE_00000744	DNA	Helitron	651	0	0	686	0	1332	0	52	557	1445	794	72	41	2490	1448	627	1325	974	1325	317	301	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000003	DNA	Helitron	12010	735	645	766	76	137	0	0	144	55	0	0	136	92	242	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000631_LTR	LTR	Gypsy	232	94	383	198	788	2161	1844	2244	1299	1531	1165	907	385	436	385	89	340	483	94	187	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000303	DNA	Helitron	6245	0	96	854	0	0	222	729	1319	81	0	0	0	73	82	0	0	0	0	0	0	0	44	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000338_LTR	LTR	Copia	188	187	75	128	120	28	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000830_INT	LTR	Copia	0	0	3756	0	0	0	0	0	0	0	0	4245	0	0	0	0	186	0	0	0	0	0	0	8427	3991	0	0	327	358	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000176	DNA	Helitron	7316	0	0	0	0	0	0	0	0	0	46	0	0	0	0	74	106	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000055	DNA	Helitron	11808	1831	380	51	543	197	525	356	1717	3435	2698	6681	5534	8134	10694	7456	2997	3444	2647	2201	4984	6224	7663	1795	2276	1725	801	618	520	421	1301	238	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000942	DNA	Helitron	722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000855	DNA	Helitron	0	0	0	0	0	0	0	140	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000587	DNA	Helitron	339	0	975	0	0	1729	7600	6749	1880	2449	2018	1080	3094	168	1316	705	1456	1479	515	113	402	1357	935	378	1403	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000206	DNA	DTM	185	1302	0	236	0	589	0	0	0	0	76	0	240	0	0	88	0	112	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000903	DNA	DTC	842	0	735	0	0	805	0	0	0	0	0	1433	0	0	0	0	0	619	555	0	91	0	22	26	236	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000836	DNA	Helitron	651	0	0	0	0	0	203	0	1250	599	1195	0	625	0	0	0	684	0	146	122	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000874_INT	LTR	unknown	1865	0	0	0	0	157	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	57	277	0	84	91	150	0	0	196	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000781_LTR	LTR	Gypsy	738	0	0	734	565	543	1429	0	469	0	0	0	0	0	0	0	0	350	0	193	342	167	183	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000546_INT	LTR	Gypsy	0	0	0	0	0	4624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4198	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000476_LTR	LTR	Gypsy	492	0	0	0	0	0	509	611	632	7097	6121	3153	1343	0	1009	0	504	1015	516	0	0	374	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000032	DNA	Helitron	10229	531	226	0	0	428	0	318	0	585	0	0	0	1040	201	437	646	1010	1836	2237	1567	201	79	218	419	394	0	0	0	0	227	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000332_LTR	LTR	Copia	484	0	0	0	0	197	0	0	0	0	0	0	0	91	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
